car_name,manufacturing_year,milage,ownership,engine cc,fuel_type,"car_price (JPY 10,000)",auction_house
Toyota Camry,12-Apr-99,223906 kms,3rd owner,1500,Diesel,16.8,JU Kanagawa
Lexus IS,21-Jun-18,154032 kms,4th owner,3000,CNG,26.8,IMA East
Nissan Note,02-Jun-12,161537 kms,4th owner,1500,Diesel,6.8,NTAA Tokyo
Daihatsu Mira,30-Aug-19,113744 kms,2nd owner,3000,Electric,26.8,HERO Saitama
Honda Civic,20-Oct-14,10878 kms,3rd owner,3500,Diesel,6.8,NAA Osaka
Daihatsu Move,28-Jan-22,55553 kms,4th owner,3000,Electric,36.8,HAA Kobe
Suzuki Jimny,21-Apr-14,116122 kms,4th owner,4500,Diesel,6.8,ONAA Osaka
Suzuki Jimny,25-Dec-98,151664 kms,2nd owner,4000,Diesel,6.8,GAO! Nagoya
Suzuki Vitara,24-Oct-05,177446 kms,4th owner,4000,CNG,6.8,USS Tokyo
Daihatsu Hijet,10-Jun-08,148297 kms,2nd owner,2000,Gasoline,6.8,USS Tokyo
Daihatsu Hijet,09-Dec-98,168804 kms,4th owner,3500,Hybrid,56.8,IMA East
Daihatsu Mira,04-Feb-10,171402 kms,1st owner,3500,CNG,6.8,GAO! Nagoya
Nissan Altima,20-Feb-20,164062 kms,2nd owner,3000,Diesel,26.8,GAO! Nagoya
Toyota Prius,10-May-93,288984 kms,3rd owner,3500,Hybrid,56.8,IMA East
Honda Accord,06-Jan-92,215555 kms,4th owner,1500,Diesel,6.8,IMA East
Mazda RX-7,02-Jul-90,266943 kms,4th owner,3000,Electric,26.8,IMA East
Mitsubishi Pajero,22-May-10,175097 kms,4th owner,2500,CNG,26.8,IMA East
Honda Civic,15-May-95,102837 kms,1st owner,3500,CNG,6.8,NAA Osaka
Mazda Axela,12-Feb-92,115164 kms,4th owner,1500,Hybrid,46.8,IMA East
Subaru BRZ,23-Jul-97,247076 kms,1st owner,2000,CNG,6.8,LAA Kansai
Nissan GTR,05-Nov-14,188518 kms,3rd owner,3000,CNG,36.8,JU Kanagawa
Subaru BRZ,06-May-08,12774 kms,1st owner,4500,Diesel,6.8,Honda Auto Auction Fukuoka
Subaru Impreza,02-Jan-11,78370 kms,4th owner,1500,Hybrid,46.8,RAA Ryutsu
Mazda Demio,25-Mar-99,58098 kms,4th owner,1500,Diesel,16.8,KCAA Kyushu
Honda Civic,16-Apr-21,178228 kms,3rd owner,3500,Hybrid,56.8,TAA Nagoya
Lexus GX,22-Apr-00,65489 kms,3rd owner,1500,Electric,6.8,KIX Kansai
Daihatsu Move,06-Jan-04,184555 kms,3rd owner,4000,Hybrid,56.8,NAA Osaka
Daihatsu Move,11-Feb-12,157748 kms,1st owner,3000,Gasoline,36.8,JU Kanagawa
Nissan Skyline,28-Aug-93,18651 kms,4th owner,1500,Hybrid,56.8,Honda Auto Auction Fukuoka
Toyota Prius,11-Nov-94,238098 kms,2nd owner,1500,Gasoline,16.8,GAO! Nagoya
Subaru Outback,06-Jan-22,285457 kms,3rd owner,4500,Gasoline,6.8,KCAA Kyushu
Toyota Prius,21-Jul-15,163096 kms,3rd owner,4500,Hybrid,56.8,KIX Kansai
Mazda Demio,25-Aug-01,21300 kms,2nd owner,4500,Diesel,16.8,HAA Kobe
Mitsubishi Mirage,02-Jan-92,43209 kms,1st owner,3000,Hybrid,66.8,IMA East
Subaru BRZ,12-Jun-22,46295 kms,2nd owner,3500,Hybrid,56.8,HERO Saitama
Mitsubishi Mirage,01-May-20,298429 kms,3rd owner,4000,CNG,6.8,Honda Auto Auction Fukuoka
Lexus GX,02-Dec-96,53929 kms,4th owner,660,Gasoline,16.8,NTAA Tokyo
Honda Odyssey,22-Nov-06,71322 kms,3rd owner,2000,CNG,6.8,LAA Kansai
Honda Fit,18-Mar-15,94884 kms,3rd owner,3000,Hybrid,76.8,Honda Auto Auction Fukuoka
Honda CR-V,26-Nov-10,234322 kms,4th owner,2500,Hybrid,66.8,ONAA Osaka
Nissan GTR,08-Jan-08,40154 kms,2nd owner,2500,Gasoline,26.8,SMAP Tokyo
Subaru Outback,02-Jun-13,164905 kms,4th owner,3500,Electric,16.8,HAA Kobe
Mazda CX-5,01-Nov-10,162133 kms,4th owner,2000,CNG,6.8,KCAA Kyushu
Honda Odyssey,20-Jan-19,157003 kms,1st owner,3500,Hybrid,46.8,JU Kanagawa
Nissan GTR,09-Oct-07,299204 kms,3rd owner,3500,Gasoline,16.8,SMAP Tokyo
Suzuki Swift,11-Mar-09,149729 kms,2nd owner,1500,Gasoline,6.8,SMAP Tokyo
Suzuki Alto,27-Aug-99,217107 kms,3rd owner,2500,Hybrid,66.8,SMAP Tokyo
Daihatsu Tanto,02-Sep-07,195796 kms,2nd owner,1500,CNG,16.8,NTAA Tokyo
Subaru Outback,07-Aug-17,255932 kms,2nd owner,4000,CNG,6.8,GAO! Nagoya
Lexus GX,26-Oct-92,289407 kms,3rd owner,3000,CNG,26.8,NTAA Tokyo
Mitsubishi Mirage,16-Mar-21,170541 kms,3rd owner,3500,Diesel,16.8,GNN Osaka
Suzuki Jimny,23-Jun-04,111847 kms,2nd owner,3500,Electric,16.8,KCAA Kyushu
Lexus IS,01-Jun-03,48081 kms,2nd owner,2000,Gasoline,6.8,SAA Sapporo
Subaru Outback,10-May-10,295537 kms,4th owner,3000,Diesel,36.8,JU Kanagawa
Lexus ES,12-Nov-14,202663 kms,3rd owner,3500,Gasoline,6.8,SMAP Tokyo
Subaru BRZ,14-Apr-04,163560 kms,3rd owner,4000,Diesel,6.8,GNN Osaka
Subaru Outback,29-Sep-92,286831 kms,2nd owner,1500,Gasoline,16.8,LAA Kansai
Mitsubishi Mirage,02-Oct-04,100060 kms,2nd owner,1500,Diesel,16.8,RAA Ryutsu
Suzuki Jimny,15-Sep-03,44548 kms,2nd owner,660,Diesel,16.8,GAO! Nagoya
Mitsubishi Pajero,30-Jul-04,132706 kms,1st owner,2000,Hybrid,46.8,GNN Osaka
Suzuki Alto,22-Jun-19,234582 kms,4th owner,2500,CNG,36.8,CAA Chubu
Lexus RX,27-Jan-11,122405 kms,3rd owner,3500,Gasoline,6.8,GAO! Nagoya
Subaru BRZ,09-Apr-18,155415 kms,2nd owner,2000,CNG,6.8,TAA Nagoya
Suzuki Swift,19-Apr-21,299274 kms,2nd owner,3000,Gasoline,26.8,KIX Kansai
Suzuki Alto,18-Jun-91,74131 kms,1st owner,3000,Gasoline,36.8,SAA Sapporo
Mazda Demio,17-Jan-12,273805 kms,2nd owner,3000,Electric,36.8,GNN Osaka
Mazda RX-7,21-Feb-18,122187 kms,4th owner,1500,Electric,6.8,GNN Osaka
Suzuki Jimny,10-Oct-08,235997 kms,3rd owner,4000,Electric,6.8,HAA Kobe
Honda Accord,18-Aug-94,143436 kms,4th owner,3000,Hybrid,66.8,IMA East
Honda Odyssey,25-Nov-21,45293 kms,2nd owner,3500,Diesel,6.8,SMAP Tokyo
Lexus GX,23-Jun-14,91591 kms,4th owner,2000,CNG,6.8,KCAA Kyushu
Honda CR-V,11-Apr-16,46143 kms,2nd owner,2000,Gasoline,6.8,GAO! Nagoya
Daihatsu Hijet,14-Nov-19,113246 kms,2nd owner,3500,Gasoline,6.8,IMA East
Daihatsu Move,16-Dec-07,138457 kms,4th owner,4000,Hybrid,46.8,GAO! Nagoya
Subaru Legacy,09-Sep-09,256044 kms,4th owner,3500,Gasoline,16.8,GAO! Nagoya
Nissan Skyline,30-Jun-20,91411 kms,1st owner,4500,Hybrid,56.8,RAA Ryutsu
Honda Civic,29-May-01,221154 kms,4th owner,3500,Gasoline,6.8,KIX Kansai
Mitsubishi Mirage,04-Mar-04,169398 kms,3rd owner,1500,Gasoline,16.8,Honda Auto Auction Fukuoka
Daihatsu Move,28-Jul-98,233297 kms,4th owner,2500,Diesel,36.8,KCAA Kyushu
Toyota Hiace,11-Oct-14,22586 kms,3rd owner,3500,Electric,16.8,RAA Ryutsu
Nissan Altima,07-Jan-04,144104 kms,4th owner,3000,Diesel,36.8,KCAA Kyushu
Mazda CX-5,15-Apr-92,166663 kms,2nd owner,1500,CNG,16.8,KCAA Kyushu
Toyota Camry,06-Aug-11,172933 kms,1st owner,3000,CNG,26.8,KIX Kansai
Suzuki Swift,17-Sep-11,70997 kms,3rd owner,1500,CNG,16.8,ONAA Osaka
Subaru Impreza,31-Oct-96,33614 kms,1st owner,2500,Electric,36.8,CAA Chubu
Honda Accord,22-Jun-15,284713 kms,2nd owner,2500,CNG,36.8,SAA Sapporo
Suzuki Vitara,12-Mar-03,31874 kms,2nd owner,660,CNG,6.8,NTAA Tokyo
Honda CR-V,24-Oct-06,126611 kms,1st owner,3500,CNG,16.8,Honda Auto Auction Fukuoka
Mazda CX-5,01-Mar-06,188858 kms,1st owner,4000,Diesel,6.8,SMAP Tokyo
Mazda RX-7,28-Apr-98,109166 kms,2nd owner,4000,Gasoline,6.8,USS Tokyo
Daihatsu Move,26-May-98,139502 kms,2nd owner,2000,Hybrid,56.8,NTAA Tokyo
Honda Fit,23-Aug-91,55490 kms,2nd owner,660,CNG,6.8,SAA Sapporo
Toyota Land Cruiser,26-Jul-06,46815 kms,1st owner,3000,Gasoline,36.8,HERO Saitama
Mitsubishi Pajero,07-Nov-13,172076 kms,4th owner,1500,Gasoline,16.8,KIX Kansai
Honda Odyssey,10-Jul-15,109478 kms,3rd owner,3500,Gasoline,16.8,JU Kanagawa
Subaru Impreza,15-Nov-13,235347 kms,3rd owner,660,Diesel,16.8,SMAP Tokyo
Subaru Outback,21-Oct-19,209309 kms,3rd owner,4500,CNG,6.8,USS Tokyo
Lexus ES,13-Jul-08,106903 kms,4th owner,2000,Electric,6.8,HERO Saitama
Lexus GX,28-Oct-18,130616 kms,1st owner,4500,Electric,16.8,SAA Sapporo
Honda Accord,12-Oct-03,14247 kms,4th owner,3500,Diesel,6.8,JU Kanagawa
Nissan X-Trail,22-Jul-18,177089 kms,2nd owner,1500,Hybrid,46.8,Honda Auto Auction Fukuoka
Mazda RX-7,22-Mar-97,70508 kms,3rd owner,1500,Hybrid,56.8,GAO! Nagoya
Suzuki Swift,01-Oct-94,130326 kms,1st owner,3000,Hybrid,66.8,NTAA Tokyo
Honda CR-V,29-Apr-06,111156 kms,3rd owner,2500,Hybrid,76.8,SMAP Tokyo
Honda Civic,26-May-95,73850 kms,3rd owner,3000,Electric,36.8,SMAP Tokyo
Toyota Corolla,18-Feb-00,187461 kms,2nd owner,1500,Gasoline,6.8,ONAA Osaka
Mitsubishi Pajero,07-Jul-93,248388 kms,2nd owner,2000,Hybrid,56.8,NAA Osaka
Mazda CX-5,02-Oct-03,176642 kms,3rd owner,2500,CNG,36.8,NTAA Tokyo
Mitsubishi Mirage,25-Mar-17,161974 kms,3rd owner,1500,Hybrid,46.8,HERO Saitama
Lexus RX,13-Aug-19,61536 kms,1st owner,2000,Hybrid,46.8,JU Kanagawa
Toyota Hiace,02-Mar-93,165287 kms,4th owner,3500,Hybrid,56.8,IMA East
Suzuki Swift,31-Dec-90,105269 kms,2nd owner,3000,Hybrid,66.8,JU Kanagawa
Toyota Corolla,08-Dec-14,279825 kms,3rd owner,2500,Diesel,36.8,ONAA Osaka
Nissan X-Trail,11-Oct-97,125655 kms,4th owner,3500,Electric,16.8,NTAA Tokyo
Lexus GX,13-Mar-01,293803 kms,4th owner,1500,Hybrid,56.8,TAA Nagoya
Suzuki Swift,31-Mar-18,195399 kms,2nd owner,1500,Diesel,16.8,KCAA Kyushu
Subaru BRZ,13-Mar-03,267641 kms,4th owner,660,Diesel,16.8,NTAA Tokyo
Lexus ES,14-Jul-06,57227 kms,4th owner,3000,Diesel,26.8,LAA Kansai
Subaru Outback,22-Jul-07,111724 kms,2nd owner,1500,Gasoline,16.8,GNN Osaka
Toyota Vitz,19-Feb-92,156611 kms,2nd owner,2000,Gasoline,16.8,KIX Kansai
Honda Fit,29-Nov-15,55622 kms,1st owner,3500,Diesel,6.8,SAA Sapporo
Lexus ES,01-Jul-12,112639 kms,2nd owner,1500,Diesel,16.8,LAA Kansai
Mazda CX-5,03-Nov-98,234557 kms,1st owner,660,Diesel,16.8,LAA Kansai
Honda Civic,03-Feb-96,214449 kms,2nd owner,2000,Electric,16.8,RAA Ryutsu
Subaru Legacy,20-Sep-08,275460 kms,3rd owner,2000,Hybrid,56.8,ONAA Osaka
Toyota Crown,16-Apr-00,117897 kms,2nd owner,3000,CNG,26.8,IMA East
Subaru Outback,22-Mar-02,131967 kms,3rd owner,2000,Hybrid,46.8,KCAA Kyushu
Daihatsu Mira,29-Jun-10,198650 kms,4th owner,1500,CNG,16.8,JU Kanagawa
Lexus IS,08-Jan-96,88211 kms,2nd owner,4000,Gasoline,16.8,CAA Chubu
Suzuki Jimny,19-Apr-02,77049 kms,2nd owner,2500,CNG,36.8,NAA Osaka
Mitsubishi Mirage,26-Jul-91,287951 kms,4th owner,1500,Gasoline,6.8,HAA Kobe
Nissan Note,13-Dec-98,191559 kms,1st owner,1500,CNG,6.8,GAO! Nagoya
Mitsubishi Mirage,06-Nov-99,68908 kms,2nd owner,3000,CNG,26.8,HAA Kobe
Mitsubishi Pajero,02-Mar-11,77221 kms,4th owner,3000,Electric,36.8,IMA East
Honda Fit,12-Oct-10,204677 kms,1st owner,2000,Diesel,16.8,RAA Ryutsu
Daihatsu Mira,16-Apr-00,281071 kms,4th owner,660,Electric,16.8,Honda Auto Auction Fukuoka
Suzuki Jimny,16-Dec-10,283789 kms,2nd owner,3500,Electric,16.8,HERO Saitama
Mazda CX-5,27-Aug-05,60791 kms,2nd owner,4000,Hybrid,56.8,NAA Osaka
Honda Civic,03-Jul-21,35074 kms,4th owner,3500,CNG,6.8,RAA Ryutsu
Subaru Impreza,13-Jul-12,249601 kms,3rd owner,1500,Hybrid,46.8,SAA Sapporo
Mitsubishi Mirage,11-Dec-02,122792 kms,1st owner,3000,Diesel,36.8,GNN Osaka
Mazda CX-5,04-Nov-21,157003 kms,3rd owner,2000,CNG,6.8,TAA Nagoya
Mazda RX-7,28-Aug-07,197136 kms,4th owner,2000,Diesel,16.8,SMAP Tokyo
Subaru Outback,21-Jan-09,270708 kms,1st owner,4000,Electric,6.8,KCAA Kyushu
Daihatsu Hijet,26-Jun-05,40459 kms,4th owner,3000,CNG,36.8,NTAA Tokyo
Honda Civic,30-Sep-09,188867 kms,1st owner,3500,Electric,16.8,SMAP Tokyo
Honda Odyssey,27-Dec-98,48274 kms,2nd owner,2000,Gasoline,6.8,KIX Kansai
Suzuki Alto,02-Feb-07,212982 kms,4th owner,4000,Hybrid,56.8,IMA East
Lexus IS,04-Jul-21,225075 kms,2nd owner,4000,CNG,16.8,IMA East
Toyota Camry,24-Oct-06,44764 kms,2nd owner,4500,Gasoline,16.8,SMAP Tokyo
Lexus RX,06-Jun-17,99559 kms,1st owner,2500,Hybrid,76.8,HERO Saitama
Daihatsu Mira,27-Jan-14,23702 kms,2nd owner,2000,CNG,6.8,SMAP Tokyo
Suzuki Jimny,18-Nov-22,206045 kms,4th owner,1500,Hybrid,56.8,SMAP Tokyo
Lexus GX,27-Oct-12,67852 kms,4th owner,660,Hybrid,56.8,KCAA Kyushu
Subaru Legacy,16-Jul-19,114029 kms,1st owner,1500,Hybrid,56.8,LAA Kansai
Toyota Hiace,01-Nov-19,37649 kms,2nd owner,2500,Gasoline,36.8,JU Kanagawa
Lexus RX,04-Dec-93,90511 kms,3rd owner,3000,Diesel,26.8,LAA Kansai
Nissan Note,09-May-14,133764 kms,1st owner,4000,CNG,16.8,JU Kanagawa
Mitsubishi Pajero,06-May-94,125391 kms,1st owner,1500,CNG,16.8,KIX Kansai
Suzuki Alto,17-Aug-12,118974 kms,4th owner,1500,CNG,16.8,NAA Osaka
Honda Accord,03-Aug-14,284705 kms,1st owner,1500,Gasoline,6.8,LAA Kansai
Subaru Outback,01-Nov-01,199149 kms,4th owner,1500,Hybrid,46.8,NTAA Tokyo
Nissan X-Trail,29-Aug-11,109838 kms,1st owner,4000,Electric,16.8,SMAP Tokyo
Subaru Impreza,17-Nov-00,167356 kms,3rd owner,2000,Gasoline,16.8,RAA Ryutsu
Daihatsu Tanto,15-May-05,77257 kms,3rd owner,1500,Hybrid,46.8,NTAA Tokyo
Daihatsu Hijet,16-Jun-12,21073 kms,1st owner,3000,Hybrid,76.8,RAA Ryutsu
Nissan Patrol,10-Jul-02,223916 kms,3rd owner,4000,CNG,16.8,IMA East
Lexus ES,09-Jan-19,226473 kms,1st owner,2500,Gasoline,36.8,SMAP Tokyo
Toyota Camry,20-Aug-21,82404 kms,2nd owner,3500,Hybrid,46.8,KCAA Kyushu
Toyota Prius,14-Oct-08,47213 kms,2nd owner,660,Diesel,6.8,LAA Kansai
Mitsubishi Mirage,10-Oct-04,150343 kms,1st owner,4000,Electric,16.8,KIX Kansai
Nissan Skyline,24-Aug-93,279853 kms,1st owner,2500,Gasoline,26.8,NAA Osaka
Suzuki Alto,19-Dec-96,157193 kms,1st owner,4000,Diesel,6.8,SAA Sapporo
Daihatsu Tanto,14-Feb-97,223294 kms,3rd owner,1500,Diesel,6.8,HERO Saitama
Nissan Patrol,24-Oct-09,170246 kms,3rd owner,3000,Hybrid,66.8,Honda Auto Auction Fukuoka
Lexus RX,07-May-07,55904 kms,2nd owner,3000,Gasoline,26.8,IMA East
Honda Accord,26-Oct-18,261353 kms,4th owner,3500,Diesel,6.8,IMA East
Honda Odyssey,04-Sep-11,245270 kms,2nd owner,4000,Gasoline,16.8,CAA Chubu
Mitsubishi Mirage,04-May-98,214829 kms,4th owner,2000,Hybrid,56.8,GAO! Nagoya
Lexus IS,08-Sep-99,286850 kms,1st owner,2500,CNG,26.8,HAA Kobe
Honda Fit,06-Jun-03,104133 kms,2nd owner,2000,Hybrid,56.8,HERO Saitama
Lexus RX,14-Dec-16,42868 kms,2nd owner,3000,Hybrid,66.8,GAO! Nagoya
Daihatsu Mira,16-Jun-01,141330 kms,4th owner,2500,Hybrid,76.8,CAA Chubu
Lexus GX,27-Feb-92,94930 kms,1st owner,4000,CNG,16.8,JU Kanagawa
Lexus GX,10-Sep-10,40953 kms,3rd owner,1500,CNG,6.8,KCAA Kyushu
Daihatsu Tanto,10-Dec-91,187086 kms,2nd owner,3000,CNG,26.8,SAA Sapporo
Nissan GTR,15-Nov-96,237307 kms,1st owner,2000,Electric,16.8,TAA Nagoya
Subaru Legacy,18-Jul-95,228857 kms,2nd owner,3500,Diesel,16.8,CAA Chubu
Subaru Impreza,27-Oct-95,165139 kms,1st owner,3000,Hybrid,76.8,HERO Saitama
Mitsubishi Mirage,25-Dec-18,34133 kms,3rd owner,1500,Gasoline,6.8,HERO Saitama
Nissan Skyline,06-Apr-21,138437 kms,1st owner,1500,Diesel,16.8,KIX Kansai
Daihatsu Move,14-Oct-20,102832 kms,2nd owner,1500,Gasoline,16.8,LAA Kansai
Daihatsu Move,08-Mar-12,257628 kms,2nd owner,1500,CNG,16.8,KCAA Kyushu
Honda CR-V,26-Jul-04,273285 kms,4th owner,2500,Gasoline,26.8,GAO! Nagoya
Toyota Land Cruiser,25-Mar-05,21398 kms,1st owner,3000,Gasoline,26.8,CAA Chubu
Subaru Legacy,25-Jul-95,283698 kms,1st owner,3500,Hybrid,56.8,USS Tokyo
Subaru BRZ,26-Jun-96,279582 kms,2nd owner,1500,Diesel,16.8,IMA East
Toyota Crown,16-Dec-92,222987 kms,1st owner,3000,Gasoline,36.8,HAA Kobe
Suzuki Alto,29-Apr-12,104337 kms,1st owner,1500,Electric,6.8,NTAA Tokyo
Toyota Corolla,12-Jun-11,131406 kms,2nd owner,1500,Electric,6.8,HAA Kobe
Mazda Axela,05-Jan-14,163942 kms,2nd owner,2500,Electric,26.8,NTAA Tokyo
Suzuki Swift,25-Apr-10,17024 kms,4th owner,3000,CNG,26.8,Honda Auto Auction Fukuoka
Daihatsu Mira,21-Sep-95,231274 kms,1st owner,4000,Hybrid,56.8,NTAA Tokyo
Daihatsu Tanto,09-Feb-10,156111 kms,3rd owner,1500,CNG,6.8,IMA East
Lexus RX,29-Jul-03,73882 kms,4th owner,3000,Electric,36.8,NTAA Tokyo
Suzuki Alto,08-Aug-02,271557 kms,2nd owner,2000,Electric,6.8,SMAP Tokyo
Lexus RX,29-May-99,206666 kms,1st owner,4500,Electric,6.8,Honda Auto Auction Fukuoka
Toyota Hiace,29-Feb-00,60447 kms,4th owner,4000,Gasoline,6.8,Honda Auto Auction Fukuoka
Lexus GX,05-Jan-16,156782 kms,3rd owner,4000,Gasoline,16.8,SAA Sapporo
Suzuki Swift,19-Sep-01,19200 kms,1st owner,2500,Diesel,36.8,KCAA Kyushu
Suzuki Alto,21-Sep-96,200805 kms,4th owner,2000,Gasoline,16.8,KIX Kansai
Subaru Legacy,04-Feb-08,239435 kms,3rd owner,660,Electric,6.8,GAO! Nagoya
Mazda CX-5,13-Aug-06,196695 kms,4th owner,4000,CNG,6.8,LAA Kansai
Subaru BRZ,14-Sep-92,155344 kms,2nd owner,3000,Hybrid,66.8,NAA Osaka
Toyota Crown,01-Feb-18,106978 kms,2nd owner,2500,Hybrid,66.8,ONAA Osaka
Lexus RX,16-Jan-95,56848 kms,2nd owner,3500,Hybrid,56.8,KCAA Kyushu
Mazda CX-5,04-Oct-09,132051 kms,1st owner,2000,CNG,16.8,KCAA Kyushu
Mitsubishi Lancer,04-Oct-98,190859 kms,2nd owner,4500,CNG,16.8,LAA Kansai
Toyota Camry,31-Dec-09,244873 kms,1st owner,660,Gasoline,16.8,HERO Saitama
Toyota Prius,14-Jan-02,200391 kms,4th owner,2000,Diesel,16.8,Honda Auto Auction Fukuoka
Nissan Patrol,15-May-00,142160 kms,3rd owner,3500,Hybrid,56.8,GAO! Nagoya
Suzuki Alto,25-May-17,82978 kms,4th owner,2000,Electric,6.8,KIX Kansai
Mazda Axela,16-Mar-01,178971 kms,4th owner,1500,Diesel,16.8,NTAA Tokyo
Mitsubishi Pajero,29-Apr-11,166808 kms,4th owner,3500,CNG,16.8,RAA Ryutsu
Toyota Hiace,04-Jan-92,275944 kms,3rd owner,4000,CNG,6.8,KCAA Kyushu
Mitsubishi Mirage,03-Oct-03,66159 kms,4th owner,1500,Electric,6.8,IMA East
Mitsubishi Pajero,13-May-98,229310 kms,3rd owner,3000,Diesel,26.8,Honda Auto Auction Fukuoka
Mitsubishi Mirage,25-Dec-04,200828 kms,1st owner,4000,Hybrid,46.8,NAA Osaka
Daihatsu Tanto,25-Aug-05,242980 kms,1st owner,3000,Gasoline,26.8,GNN Osaka
Mazda Axela,11-Jul-97,293964 kms,4th owner,3500,Hybrid,56.8,ONAA Osaka
Nissan Skyline,07-Nov-07,282091 kms,2nd owner,2500,Diesel,26.8,USS Tokyo
Lexus GX,13-Jul-02,261445 kms,1st owner,2500,Gasoline,26.8,NAA Osaka
Mazda Demio,21-May-08,243896 kms,3rd owner,3000,Gasoline,26.8,TAA Nagoya
Daihatsu Tanto,12-Apr-06,17567 kms,4th owner,2500,CNG,26.8,HERO Saitama
Mazda Axela,25-May-09,199869 kms,4th owner,4000,Electric,6.8,HERO Saitama
Subaru Legacy,07-May-99,189149 kms,2nd owner,1500,Diesel,6.8,NTAA Tokyo
Subaru Legacy,14-Feb-08,269701 kms,2nd owner,3000,CNG,26.8,KCAA Kyushu
Subaru Legacy,15-Feb-20,12996 kms,1st owner,3000,CNG,36.8,Honda Auto Auction Fukuoka
Lexus GX,18-Sep-96,283001 kms,3rd owner,1500,CNG,6.8,SAA Sapporo
Toyota Hiace,07-Dec-19,189231 kms,4th owner,1500,Electric,6.8,LAA Kansai
Toyota Crown,02-Aug-90,216472 kms,3rd owner,4000,Gasoline,6.8,RAA Ryutsu
Honda Odyssey,09-Jun-90,281693 kms,2nd owner,3500,Hybrid,46.8,USS Tokyo
Honda Odyssey,21-Nov-92,197265 kms,1st owner,4000,Electric,6.8,LAA Kansai
Suzuki Vitara,26-Jul-04,30473 kms,4th owner,2500,Electric,36.8,IMA East
Mazda Axela,23-Feb-11,96986 kms,2nd owner,2500,Hybrid,66.8,KCAA Kyushu
Suzuki Swift,07-Jan-99,272005 kms,2nd owner,1500,CNG,6.8,HAA Kobe
Mitsubishi Pajero,23-Mar-02,109149 kms,2nd owner,2000,Electric,6.8,HAA Kobe
Subaru Impreza,31-Oct-22,240232 kms,1st owner,2500,Hybrid,76.8,ONAA Osaka
Mitsubishi Pajero,20-Jun-21,223998 kms,1st owner,2500,Diesel,26.8,KIX Kansai
Nissan X-Trail,19-Sep-03,134861 kms,1st owner,4500,Gasoline,16.8,GNN Osaka
Toyota Prius,05-Mar-18,243008 kms,3rd owner,3000,Hybrid,66.8,IMA East
Mazda CX-5,22-May-04,186285 kms,1st owner,4000,Diesel,6.8,KCAA Kyushu
Daihatsu Mira,08-Aug-16,165004 kms,3rd owner,2500,Hybrid,66.8,GNN Osaka
Lexus ES,09-Sep-02,47194 kms,1st owner,2500,Hybrid,76.8,ONAA Osaka
Honda Fit,15-Jun-22,154946 kms,3rd owner,2000,Hybrid,46.8,KCAA Kyushu
Mitsubishi Lancer,20-Dec-19,68367 kms,1st owner,660,Hybrid,46.8,USS Tokyo
Daihatsu Tanto,01-Apr-03,113472 kms,3rd owner,3000,Diesel,26.8,GAO! Nagoya
Nissan Patrol,31-Aug-20,52581 kms,3rd owner,1500,CNG,6.8,NAA Osaka
Subaru BRZ,11-Apr-07,209890 kms,3rd owner,2500,Hybrid,76.8,RAA Ryutsu
Lexus ES,02-Nov-04,22111 kms,1st owner,2000,CNG,6.8,IMA East
Toyota Land Cruiser,18-Oct-93,287924 kms,4th owner,1500,Electric,16.8,NAA Osaka
Subaru BRZ,18-Mar-13,105601 kms,1st owner,2000,CNG,16.8,CAA Chubu
Toyota Hiace,05-Jan-18,178572 kms,3rd owner,3500,Electric,6.8,LAA Kansai
Honda Civic,09-Apr-16,285911 kms,2nd owner,2500,CNG,36.8,NTAA Tokyo
Nissan Note,09-Jan-16,253691 kms,2nd owner,2500,Gasoline,26.8,KCAA Kyushu
Mitsubishi Mirage,08-Jul-05,10125 kms,3rd owner,4000,Gasoline,16.8,IMA East
Subaru BRZ,10-Jun-00,83011 kms,2nd owner,2000,Electric,6.8,GNN Osaka
Toyota Vitz,15-May-22,272583 kms,1st owner,3000,CNG,26.8,ONAA Osaka
Mazda Demio,02-Oct-91,123193 kms,2nd owner,1500,Diesel,6.8,KIX Kansai
Toyota Hiace,16-Sep-09,261073 kms,3rd owner,3000,Diesel,26.8,USS Tokyo
Daihatsu Hijet,10-Apr-96,161779 kms,4th owner,3000,CNG,36.8,GNN Osaka
Honda Fit,21-May-00,150755 kms,1st owner,3500,Gasoline,6.8,CAA Chubu
Mitsubishi Mirage,27-Oct-96,32330 kms,4th owner,2500,Hybrid,66.8,KIX Kansai
Lexus ES,17-Sep-04,144905 kms,4th owner,2000,Electric,6.8,Honda Auto Auction Fukuoka
Lexus IS,10-Jun-20,42790 kms,2nd owner,4000,Diesel,16.8,USS Tokyo
Honda Odyssey,15-Oct-90,238108 kms,4th owner,3500,Gasoline,6.8,ONAA Osaka
Daihatsu Mira,12-Jan-21,234954 kms,4th owner,2000,CNG,6.8,KIX Kansai
Daihatsu Move,14-Jun-06,261210 kms,2nd owner,2000,Electric,16.8,SAA Sapporo
Daihatsu Tanto,14-Jan-05,88582 kms,4th owner,1500,CNG,16.8,RAA Ryutsu
Mitsubishi Lancer,06-Aug-14,133229 kms,3rd owner,1500,CNG,16.8,Honda Auto Auction Fukuoka
Daihatsu Hijet,29-Nov-96,131802 kms,2nd owner,1500,CNG,16.8,ONAA Osaka
Lexus ES,08-Jul-99,198533 kms,2nd owner,4000,CNG,6.8,NTAA Tokyo
